Title,Abstract,StoreId,pubdate,pubtitle,year,startPage
Armstrong still singing the same old song in desperate attempt not to be forgotten: The disgraced cyclist is back in the news - and doing a bizarre cameo role in a music video: The disgraced cyclist is back in the news - and doing a bizarre cameo role in a music video,"  [Bob Dylan] also talks about this and more in an interview with AARP magazine - distributed to all 37 million members of the American Association of Retired Persons, thus boasting the largest magazine circulation in the world: ""There's nothing contrived in these songs,"" he says. ""There's not one false word in any of them. They're eternal."" Then, as if this mentality that he hadn't really done anything wrong wasn't bad enough, [Lance Armstrong] also reinforces the feeling that his only lingering regret about doping is getting caught. ""If I didn't come back the view over the water is too far,"" he says of his 2009 comeback, which ultimately brought about his downfall. ""The comeback was the bridge. But that was my decision, so I have to be responsible for that. It was one of the biggest mistakes of my life."" 'Awesome person' With that in mind, the vegan bassist from Rage Against the Machine gives Armstrong, his ""friend, an awesome person"", a cameo role in the Mountain Lion video, where, I kid you not, Armstrong delivers a sort of spoken-word interlude as if mimicking a voice message to a steroid-injecting skateboarder: ""You better step the f*** off me, mother******. Seven o'clock here in Aspen, Colorado, I've been training like a mother******. So fit, so yoked, so technically astute - you could never hang. Step the f*** off. Lance.""",1649265458,"Jan 31, 2015",Irish Times,2015, 8
"Walkers, cyclists and tourists","  Sir, - Further to the letter by David Herman (December 22nd), far from ""asserting"" that anyone ""wanted"" to trespass on suburban gardens, I was poking fun at the inconsistencies of those in leafy suburbs who see no contradiction between keeping people out of their gardens and tennis courts with dogs, cameras and alarms while loudly insisting on their ""rights"" to march over mostly peasant-owned land. The underlying principle appears to be a curiously socialist belief in compulsory sharing of privately owned amenities, secure in the knowledge that they will never be expected to reciprocate.",1639738412,"Dec 24, 2014",Irish Times,2014, 17
"Walkers, cyclists and tourists","  Those who oppose the need for legislation point, like Sen Suilleabhin (December 23rd), to ""the nationwide network of walking trails"" developed by the National Trails Office. However, the mere 44 trails he refers to cannot be regarded as a ""network"" as understood internationally, or by our tourist competitors. To take just one fairly routine county across the water, Herefordshire alone has 4,415 registered rights-of-way, covering 3,360 km. That is what is meant by a network. - Yours, etc,",1640520927,"Dec 27, 2014",Irish Times,2014, 19
Cyclist critically injured in collision with van in Co Dublin,"  Witnesses are asked to contact Swords Garda station on 01- 6664700, the Garda Confidential Line, 1-800- 666-111, or any Garda station.",1640643923,"Dec 29, 2014",Irish Times,2014, 4
"Walkers, cyclists and tourists","  Sir, - To quote Steven Wright, ""Everywhere is...",1640644280,"Dec 29, 2014",Irish Times,2014, 15
"A year in the saddle: from broken bones to high ambitions: After a turbulent year, the Irish cyclist has set a wider range of goals for 2015: After a turbulent year, the Irish cyclist has set a wider range of goals for 2015","  ""Aiming for Giro, I was trying to hold myself back in Tirreno-Adriatico and the Volta a Catalua, not wanting to peak too early,"" he explained to The Irish Times , describing the pared-back approach of 2014. ""This year, I'm really looking forward to being able to go out into the first races and just go for it from the start. ""Obviously, in one-day races luck is crucial,"" he said, discussing the things than can go wrong at vital points. ""Tactically you can make one mistake and you can lose the whole race. It's always a crash in a wrong moment that can have a big effect, like what happened with [the Spaniard Joaquim] Rodriguez last year. ""Obviously we have the Mur de Huy and the Mur de Bretagne in the first 10 days and they are two finishes that very much do suit me,"" he said.",1640924782,"Dec 31, 2014",Irish Times,2014, 5
"Kindness eases journey for long distance cyclist: Marketing analyst raised [euro]60,000 in 14,000km Dublin to Peking odyssey: Marketing analyst raised [euro]60,000 in 14,000km Dublin to Peking odyssey","  ""I really stopped worrying about everything by the time I'd got to Turkey. I haven't used a lock since Europe,"" he said. ""Kyrgyzstan too was quite poor, but then again, it's nomads living in yurts, and that's kind of a lifestyle choice as opposed to enforced poverty like you'd see in India."" ""I don't have a care in the world, I'm content. The stars are perfect."" dublin2beijing.com/donate",1555332165,"Aug 23, 2014",Irish Times,2014, 8
Cycling safety and bus lanes,"  Sir, - I was dismayed to read Garrett Ledwith's letter (April 11th) and his comments regarding cyclists' and car drivers' behaviour in Dublin. Having seen cyclists merrily break red lights while holding just one hand on the handlebar, or cross lanes of traffic by going in between lines of cars while shouting cheerily to their friends, I can only say that Mr Ledwith's experience does not coincide with mine.",1562502755,"Apr 14, 2014",Irish Times,2014, 13
New track would be big boost for Irish cycling,"  Cycling Ireland's (CI) chances of producing more track world champions such as 2013 scratch race gold medallist Martyn Irvine hinge in part on Ireland being able to grow and develop young riders. A project aiming to boost the chances of that will reach the next stage early next year. Eddie Dunbar and Fiona Meade were rewarded for their successes on Irish soil, while outstanding achievement awards went to double UCI paracycling world champion Eoghan Clifford, world masters BMX champion Kelvin Batey and world masters track cycling champion Orla Hendron.",1626435955,"Nov 21, 2014",Irish Times,2014, 23
Boost tourism with cycling trails,"  Survey data from this year shows that 11.5 million German tourists alone would consider taking a cycling holiday in Ireland if we had sufficient mileage of interconnected infrastructure. Because of lack of vision by government, we have just a few short cycle trails that only sustain local amenity and short-stay cycling; nobody is going to spend a week cycling up and down the Great Western Greenway like a hamster in a wheel, nice and all as that short trail may be.",1629037862,"Dec 2, 2014",Irish Times,2014, 17
Greenway funding a &#39;slap in the face&#39;: Independent TD questions Kelly&#39;s choice of cycling and walking trails to fund: Independent TD questions Kelly's choice of cycling and walking trails to fund,"  He described Mr Kelly's choices as ""a real slap in the face"" to some communities. A route in Blessington, Co Wicklow, in Mr [Billy Timmins]'s constituency, was one that lost out. Half-built greenways Mr Kelly's spokesman insisted the recommendations of an independent assessment panel were followed by the Minister. However, he said applying the full criteria from the department's National Cycle Network (NCN) programme to additional Government funding that became available would have resulted in ""half-built"" greenways. He also said a 10 million stimulus package was allocated to the delivery of greenways as part of a 200 million national infrastructure package. ""The criteria applied to this funding was slightly different, as projects were prioritised on the basis of capacity to deliver infrastructure within a short timeframe in order to maximise the stimulus effect,"" Mr [Alan Kelly] said.",1629038038,"Dec 2, 2014",Irish Times,2014, 8
Connected cycling trails and tourism,"  Never mind that Ireland has wonderful, remote scenery, or that landowners have received billions over the years from taxpayers. Never mind that outdoor tourism would benefit the local economy, or that landowners elsewhere in Europe have freely conceded legal rights to recreational users. Never mind the common good. It's shameful and so unnecessary but until government attitudes change I am privileged to do most of my walking in Wales, where the difference in attitude makes that between chalk and cheese look insignificant. - Yours, etc. DAVID HERMAN, Meadow Grove, Dublin 16 Sir, - Billy Timmins may question Alan Kelly's choice of greenways , (""Alan Kelly's funding of Greenway routes 'a real slap in the face',"" December 1st) but Mr Timmins has missed the point.",1631969923,"Dec 6, 2014",Irish Times,2014, 17
